Finance_ID,Farmer_ID,Loan_Purpose,Loan_Amount,Interest_Rate,Tenure_Months,Loan_Approval_Status,Repayment_Status,Credit Bureau Default_History,Source_of_Funding
LOAN_116351,FARMER_1862,Land Expansion,290592,12.49,18,Approved,Fully Paid,False,NGO
LOAN_e44300,FARMER_1863,Equipment,221462,16.63,24,Rejected,,True,Bank
LOAN_6c85fe,FARMER_1864,Land Expansion,231974,10.05,6,Approved,Defaulted,True,NGO
LOAN_eff7a4,FARMER_1865,Equipment,111292,18.32,18,Approved,Defaulted,True,Microfinance
LOAN_82484e,FARMER_1866,Fertilizer,463269,18.43,24,Rejected,,False,Government
LOAN_e9f5a7,FARMER_1867,Fertilizer,83161,15.79,12,Approved,Partially Paid,False,Bank
LOAN_c74062,FARMER_1868,Fertilizer,337313,23.48,24,Approved,Defaulted,False,NGO
LOAN_c68a52,FARMER_1869,Land Expansion,405137,23.19,6,Approved,Fully Paid,True,Microfinance
LOAN_0b0b67,FARMER_1870,Equipment,124613,5.95,18,Approved,Partially Paid,False,Government
LOAN_7e8cec,FARMER_1871,Fertilizer,53052,10.8,24,Approved,Partially Paid,False,Microfinance
LOAN_445005,FARMER_1872,Labor,484680,12.29,18,Approved,Fully Paid,False,Microfinance
LOAN_0470ba,FARMER_1873,Fertilizer,268228,6.11,24,Approved,Fully Paid,False,Bank
LOAN_0dc1c7,FARMER_1874,Land Expansion,233974,15.47,18,Approved,Fully Paid,False,Microfinance
LOAN_d39576,FARMER_1875,Labor,313921,5.49,6,Rejected,,True,Bank
LOAN_c0b075,FARMER_1876,Irrigation,138853,18.56,12,Rejected,,False,Government
LOAN_91e0c0,FARMER_1877,Labor,193701,5.05,12,Rejected,,True,Bank
LOAN_b5ee9e,FARMER_1878,Irrigation,307449,5.64,24,Rejected,,True,Microfinance
LOAN_9afda7,FARMER_1879,Labor,287701,21.68,6,Approved,Partially Paid,True,Microfinance
LOAN_58d621,FARMER_1880,Equipment,499715,10.05,18,Approved,Fully Paid,False,NGO
LOAN_0cca59,FARMER_1881,Labor,450036,6.62,6,Approved,Fully Paid,True,Microfinance
LOAN_d8e911,FARMER_1882,Fertilizer,324643,12.99,6,Approved,Defaulted,False,Bank
LOAN_8373be,FARMER_1883,Irrigation,115029,6.02,24,Rejected,,False,Government
LOAN_657833,FARMER_1884,Irrigation,247192,20.01,12,Approved,Partially Paid,False,NGO
LOAN_bb51aa,FARMER_1885,Fertilizer,305388,14.88,6,Rejected,,False,Government
LOAN_409d8a,FARMER_1886,Equipment,386228,16.04,24,Approved,Fully Paid,False,Microfinance
LOAN_f8b79d,FARMER_1887,Labor,261396,20.06,18,Approved,Fully Paid,False,NGO
LOAN_5e0677,FARMER_1888,Equipment,418050,20.69,12,Rejected,,True,Bank
LOAN_95cc24,FARMER_1889,Fertilizer,219036,7.73,12,Approved,Defaulted,False,Microfinance
LOAN_789f96,FARMER_1890,Labor,258154,10.61,18,Approved,Partially Paid,False,Bank
LOAN_8f56e1,FARMER_1891,Fertilizer,453158,8.51,6,Approved,Fully Paid,True,Government
LOAN_fc3685,FARMER_1892,Irrigation,297460,6.08,12,Approved,Fully Paid,True,NGO
LOAN_f66249,FARMER_1893,Irrigation,125437,15.75,6,Rejected,,False,Bank
LOAN_1aa08b,FARMER_1894,Irrigation,53681,10.0,24,Approved,Defaulted,True,Bank
LOAN_d534a7,FARMER_1895,Land Expansion,451944,8.08,18,Rejected,,False,Microfinance
LOAN_c828f1,FARMER_1896,Land Expansion,232692,15.2,12,Approved,Fully Paid,True,Bank
LOAN_28346f,FARMER_1897,Irrigation,418790,17.68,18,Approved,Fully Paid,False,NGO
LOAN_6ff7d4,FARMER_1898,Land Expansion,322091,20.44,12,Approved,Fully Paid,False,Government
LOAN_0e393c,FARMER_1899,Land Expansion,164251,5.35,18,Rejected,,False,Government
LOAN_77c84c,FARMER_1900,Fertilizer,263879,15.53,24,Rejected,,False,NGO
LOAN_c9a867,FARMER_1901,Labor,93955,10.34,24,Approved,Fully Paid,False,NGO
LOAN_0f62cd,FARMER_1902,Irrigation,415286,24.83,6,Rejected,,False,Government
LOAN_30d853,FARMER_1903,Land Expansion,134482,8.14,24,Approved,Fully Paid,False,Microfinance
LOAN_c406cd,FARMER_1904,Fertilizer,272792,13.76,18,Approved,Defaulted,True,Bank
LOAN_5f1c38,FARMER_1905,Fertilizer,254398,24.4,18,Rejected,,False,Bank
LOAN_097a2e,FARMER_1906,Labor,97438,9.26,24,Rejected,,False,Microfinance
LOAN_08e165,FARMER_1907,Fertilizer,220567,21.14,18,Approved,Fully Paid,False,Government
LOAN_6500bd,FARMER_1908,Equipment,219371,9.86,18,Approved,Fully Paid,False,Government
LOAN_45a0a0,FARMER_1909,Equipment,360526,6.51,18,Rejected,,True,Microfinance
LOAN_63e160,FARMER_1910,Irrigation,59433,5.86,6,Approved,Fully Paid,False,Microfinance
LOAN_b763f2,FARMER_1911,Labor,102984,23.97,6,Rejected,,False,NGO
LOAN_4d34f7,FARMER_1912,Equipment,315043,9.26,12,Approved,Partially Paid,False,NGO
LOAN_455ab7,FARMER_1913,Labor,467751,10.84,18,Approved,Fully Paid,False,Government
LOAN_e1c28f,FARMER_1914,Irrigation,309356,24.34,6,Approved,Partially Paid,True,Government
LOAN_0c87d9,FARMER_1915,Fertilizer,372243,18.15,24,Approved,Fully Paid,False,Bank
LOAN_dd44a3,FARMER_1916,Fertilizer,367046,14.76,18,Approved,Partially Paid,False,Government
LOAN_3c7f68,FARMER_1917,Fertilizer,246285,13.71,18,Approved,Fully Paid,False,Government
LOAN_88812e,FARMER_1918,Equipment,273909,5.97,12,Approved,Fully Paid,False,Bank
LOAN_bea6ba,FARMER_1919,Labor,166967,21.78,24,Approved,Partially Paid,True,NGO
LOAN_782bbd,FARMER_1920,Equipment,219601,20.24,24,Approved,Defaulted,True,Microfinance
LOAN_44c0fe,FARMER_1921,Land Expansion,223020,6.81,18,Approved,Fully Paid,False,Bank
LOAN_44890b,FARMER_1922,Labor,308928,12.07,6,Approved,Fully Paid,False,Bank
LOAN_4fd6db,FARMER_1923,Irrigation,122283,22.71,12,Approved,Partially Paid,False,Government
LOAN_c2595d,FARMER_1924,Equipment,498843,9.73,12,Approved,Fully Paid,False,Microfinance
LOAN_a3fe15,FARMER_1925,Fertilizer,188876,17.22,12,Rejected,,False,Government
LOAN_d24bf5,FARMER_1926,Fertilizer,290427,14.76,18,Rejected,,False,Microfinance
LOAN_a9e255,FARMER_1927,Fertilizer,177182,21.37,12,Approved,Fully Paid,True,Bank
LOAN_3db4b0,FARMER_1928,Equipment,379329,5.72,6,Approved,Fully Paid,False,Microfinance
LOAN_b25876,FARMER_1929,Equipment,478392,21.32,24,Approved,Partially Paid,False,Government
LOAN_18ef51,FARMER_1930,Fertilizer,178350,7.71,6,Rejected,,True,Microfinance
LOAN_e11147,FARMER_1931,Fertilizer,355524,5.3,12,Rejected,,False,Microfinance
LOAN_a6fe81,FARMER_1932,Fertilizer,288692,16.91,24,Approved,Fully Paid,False,Microfinance
LOAN_2affb0,FARMER_1933,Land Expansion,212335,10.17,12,Approved,Defaulted,False,Government
LOAN_f84b65,FARMER_1934,Equipment,145701,19.19,12,Approved,Defaulted,False,Bank
LOAN_04d392,FARMER_1935,Fertilizer,392146,14.4,18,Approved,Partially Paid,False,NGO
LOAN_80e591,FARMER_1936,Irrigation,370016,17.11,24,Approved,Fully Paid,True,Bank
LOAN_05621b,FARMER_1937,Fertilizer,137516,18.79,12,Approved,Fully Paid,False,Microfinance
LOAN_08fe05,FARMER_1938,Equipment,57542,23.54,12,Approved,Defaulted,False,NGO
LOAN_cb3333,FARMER_1939,Irrigation,215259,21.46,18,Approved,Fully Paid,False,Microfinance
LOAN_4f69a9,FARMER_1940,Equipment,285071,14.9,24,Rejected,,True,Microfinance
LOAN_ad267a,FARMER_1941,Equipment,205582,13.76,12,Approved,Defaulted,False,Bank
LOAN_a88dea,FARMER_1942,Equipment,86941,18.09,12,Approved,Fully Paid,False,Government
LOAN_45d9ff,FARMER_1943,Labor,117271,19.67,6,Approved,Fully Paid,False,Microfinance
LOAN_ac561e,FARMER_1944,Irrigation,160632,8.45,6,Approved,Defaulted,False,Microfinance
LOAN_0ffe64,FARMER_1945,Land Expansion,244817,5.65,6,Rejected,,True,Microfinance
LOAN_cccf7c,FARMER_1946,Land Expansion,489476,14.09,18,Approved,Partially Paid,False,Bank
LOAN_e424c3,FARMER_1947,Labor,313292,6.99,6,Approved,Partially Paid,False,NGO
LOAN_dfd7d3,FARMER_1948,Equipment,221863,10.45,6,Approved,Partially Paid,True,Bank
LOAN_f86eb3,FARMER_1949,Land Expansion,81343,16.69,12,Approved,Defaulted,False,NGO
LOAN_09ecfa,FARMER_1950,Irrigation,301347,8.03,18,Approved,Defaulted,False,Government
LOAN_6873a4,FARMER_1951,Fertilizer,129082,5.57,24,Approved,Defaulted,False,Microfinance
LOAN_aceb99,FARMER_1952,Irrigation,92483,16.09,12,Rejected,,False,Microfinance
LOAN_344468,FARMER_1953,Equipment,486937,14.32,12,Rejected,,False,Bank
LOAN_4e834f,FARMER_1954,Irrigation,400759,11.13,18,Approved,Fully Paid,False,Bank
LOAN_cbc5a7,FARMER_1955,Equipment,141072,14.38,18,Approved,Fully Paid,False,NGO
LOAN_d72d35,FARMER_1956,Irrigation,127437,18.67,12,Approved,Fully Paid,False,Microfinance
LOAN_ff4a47,FARMER_1957,Labor,179097,7.18,12,Rejected,,False,NGO
LOAN_5476f2,FARMER_1958,Irrigation,377684,10.11,12,Approved,Defaulted,False,Microfinance
LOAN_22bf97,FARMER_1959,Land Expansion,120455,20.9,18,Approved,Fully Paid,False,Microfinance
LOAN_5ee466,FARMER_1960,Fertilizer,271301,18.4,12,Approved,Fully Paid,False,Bank
LOAN_9caeed,FARMER_1961,Labor,134711,10.33,12,Rejected,,False,Microfinance
LOAN_dd1c50,FARMER_1962,Irrigation,210404,12.96,24,Rejected,,True,Government
LOAN_f31c37,FARMER_1963,Equipment,473225,7.39,6,Approved,Fully Paid,False,Bank
LOAN_d59569,FARMER_1964,Labor,456728,10.06,6,Approved,Partially Paid,False,Government
LOAN_d2584a,FARMER_1965,Land Expansion,269884,21.82,6,Rejected,,True,Government
LOAN_da90a0,FARMER_1966,Fertilizer,384253,13.81,6,Approved,Fully Paid,False,NGO
LOAN_e7fd14,FARMER_1967,Fertilizer,243178,17.81,6,Approved,Fully Paid,False,NGO
LOAN_0af4bd,FARMER_1968,Irrigation,252437,8.19,12,Approved,Fully Paid,False,NGO
LOAN_5e311c,FARMER_1969,Land Expansion,97262,8.67,12,Approved,Fully Paid,False,Bank
LOAN_62e4dd,FARMER_1970,Land Expansion,302584,23.82,24,Approved,Partially Paid,False,Microfinance
LOAN_436f17,FARMER_1971,Fertilizer,249980,21.83,18,Approved,Fully Paid,False,Government
LOAN_39e42e,FARMER_1972,Fertilizer,202995,20.81,24,Rejected,,False,NGO
LOAN_7c6461,FARMER_1973,Land Expansion,143441,11.59,18,Approved,Partially Paid,False,NGO
LOAN_daaefa,FARMER_1974,Fertilizer,300941,16.26,18,Approved,Fully Paid,False,Microfinance
LOAN_3997f9,FARMER_1975,Equipment,440135,14.85,24,Approved,Defaulted,False,NGO
LOAN_9094e7,FARMER_1976,Fertilizer,404964,24.12,12,Approved,Fully Paid,False,Government
LOAN_85986e,FARMER_1977,Equipment,272369,9.79,24,Approved,Partially Paid,True,Bank
LOAN_3b6e36,FARMER_1978,Fertilizer,221093,23.94,6,Approved,Partially Paid,False,NGO
LOAN_d4b872,FARMER_1979,Labor,104284,19.14,24,Rejected,,True,Microfinance
LOAN_daaacc,FARMER_1980,Labor,471138,13.27,12,Approved,Defaulted,False,Government
LOAN_9101fa,FARMER_1981,Labor,283888,10.33,12,Approved,Partially Paid,False,Government
LOAN_2ccf24,FARMER_1982,Equipment,472757,20.15,18,Approved,Partially Paid,True,Bank
LOAN_ac3147,FARMER_1983,Equipment,446282,21.46,18,Rejected,,False,Government
LOAN_a2e982,FARMER_1984,Irrigation,395090,12.15,24,Rejected,,False,Bank
LOAN_fe3be6,FARMER_1985,Irrigation,341749,8.44,18,Rejected,,True,Government
LOAN_f22ec9,FARMER_1986,Fertilizer,446286,14.84,24,Approved,Defaulted,False,Microfinance
LOAN_17b5ba,FARMER_1987,Equipment,244300,14.37,18,Approved,Partially Paid,False,Bank
LOAN_665f4b,FARMER_1988,Labor,104994,19.51,12,Approved,Partially Paid,False,Government
LOAN_d29354,FARMER_1989,Labor,208278,24.46,18,Rejected,,False,Government
LOAN_65e5a0,FARMER_1990,Labor,95326,15.63,6,Approved,Fully Paid,True,NGO
LOAN_c4175f,FARMER_1991,Fertilizer,219509,19.63,12,Rejected,,False,Microfinance
LOAN_b39e62,FARMER_1992,Equipment,303244,12.01,6,Approved,Fully Paid,True,NGO
LOAN_74d050,FARMER_1993,Fertilizer,256805,16.99,12,Rejected,,False,NGO
LOAN_8fbd38,FARMER_1994,Land Expansion,402689,7.31,24,Approved,Partially Paid,True,Government
LOAN_e8ab6d,FARMER_1995,Land Expansion,111961,21.3,12,Rejected,,False,Bank
LOAN_59bd79,FARMER_1996,Irrigation,388788,11.89,18,Approved,Defaulted,False,Government
LOAN_c8d3d7,FARMER_1997,Equipment,455370,6.6,6,Approved,Defaulted,True,Government
LOAN_a49200,FARMER_1998,Labor,437561,24.81,12,Approved,Partially Paid,True,Microfinance
LOAN_a0ed52,FARMER_1999,Equipment,472697,23.04,24,Approved,Partially Paid,False,Microfinance
LOAN_caa2fb,FARMER_2000,Irrigation,147001,8.95,6,Rejected,,False,Government
LOAN_80f191,FARMER_2001,Labor,428054,12.26,12,Approved,Fully Paid,False,Microfinance
LOAN_39e7c5,FARMER_2002,Fertilizer,341251,23.73,24,Approved,Fully Paid,False,NGO
LOAN_42d473,FARMER_2003,Labor,93224,20.93,12,Approved,Fully Paid,False,Government
LOAN_854256,FARMER_2004,Land Expansion,321869,23.13,12,Rejected,,False,NGO
LOAN_4dba46,FARMER_2005,Fertilizer,400247,16.25,6,Approved,Fully Paid,False,Government
LOAN_bbcc27,FARMER_2006,Labor,366089,9.86,12,Approved,Partially Paid,False,NGO
LOAN_8000da,FARMER_2007,Fertilizer,353895,9.54,6,Rejected,,False,Bank
LOAN_517235,FARMER_2008,Land Expansion,130551,15.51,6,Rejected,,True,Government
LOAN_3083a6,FARMER_2009,Land Expansion,269539,23.48,18,Rejected,,True,Bank
LOAN_1e2f5d,FARMER_2010,Equipment,141164,17.63,6,Rejected,,True,Bank
LOAN_98619a,FARMER_2011,Land Expansion,445300,5.69,12,Approved,Partially Paid,False,Government
LOAN_605a88,FARMER_2012,Land Expansion,363850,16.21,12,Approved,Fully Paid,False,Microfinance
LOAN_13fe5a,FARMER_2013,Land Expansion,192867,17.17,12,Approved,Defaulted,True,Government
LOAN_a06c0c,FARMER_2014,Irrigation,142419,16.63,12,Approved,Defaulted,False,Government
LOAN_f2d348,FARMER_2015,Land Expansion,53722,18.82,6,Approved,Partially Paid,False,Microfinance
LOAN_f04c65,FARMER_2016,Equipment,77902,10.87,18,Approved,Fully Paid,True,NGO
LOAN_b74fdd,FARMER_2017,Fertilizer,445252,7.88,6,Approved,Partially Paid,False,Microfinance
LOAN_e1d374,FARMER_2018,Irrigation,315301,20.0,12,Approved,Defaulted,True,NGO
LOAN_f8573b,FARMER_2019,Fertilizer,475523,8.93,6,Rejected,,False,Bank
LOAN_59337a,FARMER_2020,Fertilizer,377466,7.28,18,Approved,Partially Paid,False,Government
LOAN_540355,FARMER_2021,Equipment,61917,12.19,24,Rejected,,False,Microfinance
LOAN_bd55d7,FARMER_2022,Irrigation,355563,21.66,18,Rejected,,False,Microfinance
LOAN_6f9155,FARMER_2023,Labor,57555,6.64,18,Approved,Fully Paid,False,NGO
LOAN_bd9a81,FARMER_2024,Land Expansion,467167,8.91,24,Approved,Partially Paid,False,Bank
LOAN_03fded,FARMER_2025,Fertilizer,493326,14.51,18,Approved,Fully Paid,False,Government
LOAN_c93694,FARMER_2026,Fertilizer,343526,10.75,18,Approved,Fully Paid,False,Microfinance
LOAN_8d9a10,FARMER_2027,Equipment,415900,19.43,6,Approved,Fully Paid,True,NGO
LOAN_8d03e7,FARMER_2028,Equipment,65350,18.5,18,Approved,Fully Paid,False,Bank
LOAN_b55de3,FARMER_2029,Equipment,178452,21.85,18,Approved,Defaulted,False,Bank
LOAN_236164,FARMER_2030,Irrigation,273230,9.08,12,Approved,Partially Paid,False,NGO
LOAN_d18c91,FARMER_2031,Land Expansion,173474,17.98,18,Approved,Defaulted,True,Bank
LOAN_589829,FARMER_2032,Irrigation,101369,20.49,6,Approved,Defaulted,False,NGO
LOAN_f3378b,FARMER_2033,Equipment,305300,6.25,24,Rejected,,False,NGO
LOAN_d45b5b,FARMER_2034,Equipment,265821,5.74,12,Rejected,,False,NGO
LOAN_416a13,FARMER_2035,Fertilizer,377907,16.19,6,Rejected,,False,Bank
LOAN_9bbb15,FARMER_2036,Irrigation,106645,16.76,12,Rejected,,False,Government
LOAN_83d6bd,FARMER_2037,Irrigation,197460,12.86,18,Approved,Fully Paid,True,Government
LOAN_8cd5b7,FARMER_2038,Land Expansion,361447,5.72,6,Approved,Partially Paid,False,Microfinance
LOAN_71f7d4,FARMER_2039,Irrigation,240684,13.04,12,Approved,Fully Paid,False,NGO
LOAN_043ce7,FARMER_2040,Land Expansion,454737,17.84,6,Rejected,,False,Microfinance
LOAN_e76af0,FARMER_2041,Labor,151381,19.04,12,Approved,Partially Paid,False,Microfinance
LOAN_f8070f,FARMER_2042,Land Expansion,236657,14.86,18,Approved,Defaulted,True,Microfinance
LOAN_60a8ac,FARMER_2043,Equipment,344091,15.5,24,Rejected,,False,NGO
LOAN_3083f3,FARMER_2044,Labor,142437,18.45,24,Rejected,,False,Microfinance
LOAN_86421e,FARMER_2045,Fertilizer,119507,13.99,6,Approved,Fully Paid,False,NGO
LOAN_98d217,FARMER_2046,Fertilizer,444220,10.27,24,Approved,Partially Paid,False,Bank
LOAN_4bf9aa,FARMER_2047,Fertilizer,374464,9.46,6,Approved,Fully Paid,False,NGO
LOAN_e8a569,FARMER_2048,Equipment,320146,20.06,6,Approved,Defaulted,True,NGO
LOAN_c23949,FARMER_2049,Fertilizer,414108,14.75,18,Rejected,,False,NGO
LOAN_7b994d,FARMER_2050,Land Expansion,416937,17.48,18,Rejected,,False,Government
LOAN_2a69b9,FARMER_2051,Equipment,458691,14.42,12,Approved,Fully Paid,False,Bank
LOAN_d3e253,FARMER_2052,Irrigation,109080,21.38,6,Approved,Partially Paid,True,NGO
LOAN_a19b3b,FARMER_2053,Equipment,363923,14.94,12,Rejected,,False,Government
LOAN_eddab8,FARMER_2054,Equipment,54708,24.76,12,Rejected,,False,NGO
LOAN_885395,FARMER_2055,Irrigation,383767,9.85,18,Approved,Defaulted,False,Bank
LOAN_eeb68b,FARMER_2056,Land Expansion,400881,7.77,6,Approved,Fully Paid,False,Bank
LOAN_1ac8ec,FARMER_2057,Labor,203912,12.47,18,Approved,Fully Paid,False,Microfinance
LOAN_c6c9e9,FARMER_2058,Irrigation,356596,23.37,6,Approved,Fully Paid,False,Government
LOAN_2f79d7,FARMER_2059,Equipment,68309,22.05,24,Rejected,,False,NGO
LOAN_493b0d,FARMER_2060,Fertilizer,186774,9.95,24,Rejected,,False,NGO
LOAN_b33b4b,FARMER_2061,Irrigation,271356,16.99,12,Approved,Fully Paid,False,Government
LOAN_6f2a91,FARMER_2062,Irrigation,174072,16.78,18,Approved,Fully Paid,True,Government
LOAN_1e3b1d,FARMER_2063,Labor,452534,10.87,18,Rejected,,False,Microfinance
LOAN_09019f,FARMER_2064,Equipment,377907,9.71,6,Approved,Partially Paid,False,Microfinance
LOAN_188690,FARMER_2065,Fertilizer,401364,12.8,12,Rejected,,False,Microfinance
LOAN_1fe3cb,FARMER_2066,Fertilizer,479627,20.77,18,Approved,Partially Paid,False,Microfinance
LOAN_b7a5fd,FARMER_2067,Labor,142098,8.83,12,Approved,Defaulted,False,Bank
LOAN_d0fa39,FARMER_2068,Fertilizer,184800,13.91,18,Approved,Fully Paid,False,Government
LOAN_6c5f87,FARMER_2069,Land Expansion,256034,14.63,24,Rejected,,False,Microfinance
LOAN_fab7f4,FARMER_2070,Irrigation,415676,23.78,18,Approved,Defaulted,True,NGO
LOAN_b25d21,FARMER_2071,Irrigation,244752,11.07,18,Approved,Partially Paid,False,NGO
LOAN_f53c77,FARMER_2072,Fertilizer,491700,5.39,24,Rejected,,False,Microfinance
LOAN_f3b46b,FARMER_2073,Fertilizer,455174,18.87,12,Rejected,,False,Microfinance
LOAN_24ec10,FARMER_2074,Fertilizer,300376,20.12,12,Approved,Fully Paid,True,NGO
LOAN_f7cd62,FARMER_2075,Irrigation,332243,19.06,12,Approved,Fully Paid,True,Microfinance
LOAN_b48621,FARMER_2076,Fertilizer,120057,19.01,24,Approved,Fully Paid,False,Government
LOAN_246a5e,FARMER_2077,Land Expansion,474877,14.66,24,Approved,Fully Paid,True,Bank
LOAN_d4f579,FARMER_2078,Land Expansion,134041,5.37,24,Rejected,,False,NGO
LOAN_a4ffb5,FARMER_2079,Irrigation,466863,19.6,12,Rejected,,False,Bank
LOAN_bcf47f,FARMER_2080,Equipment,99494,23.73,12,Approved,Fully Paid,True,Microfinance
LOAN_5d2a35,FARMER_2081,Equipment,275650,8.15,12,Rejected,,False,Bank
LOAN_360d4a,FARMER_2082,Equipment,72928,6.36,12,Approved,Defaulted,False,Microfinance
LOAN_9919d9,FARMER_2083,Land Expansion,93891,10.3,6,Approved,Fully Paid,True,Microfinance
LOAN_33688b,FARMER_2084,Labor,365613,22.0,24,Approved,Partially Paid,False,NGO
LOAN_e6fb08,FARMER_2085,Equipment,390607,7.12,24,Rejected,,False,Government
LOAN_71a6f6,FARMER_2086,Labor,80207,19.3,24,Approved,Defaulted,False,Bank
LOAN_9c6fc9,FARMER_2087,Irrigation,229034,6.26,12,Approved,Defaulted,True,Bank
LOAN_0b6fac,FARMER_2088,Land Expansion,262472,5.66,12,Approved,Partially Paid,True,Microfinance
LOAN_a632f4,FARMER_2089,Equipment,224453,22.83,6,Rejected,,False,Government
LOAN_450a8d,FARMER_2090,Land Expansion,276310,20.41,6,Rejected,,False,Microfinance
LOAN_26e43b,FARMER_2091,Irrigation,415280,16.97,12,Approved,Fully Paid,True,NGO
LOAN_ef4262,FARMER_2092,Land Expansion,374996,8.44,12,Approved,Partially Paid,False,NGO
LOAN_e7b86b,FARMER_2093,Fertilizer,408835,10.58,12,Rejected,,False,Government
LOAN_553cfb,FARMER_2094,Equipment,391107,5.97,24,Rejected,,False,Bank
LOAN_3b0c88,FARMER_2095,Land Expansion,118710,17.91,6,Rejected,,False,Government
LOAN_d49c52,FARMER_2096,Land Expansion,337457,18.72,24,Rejected,,True,Bank
LOAN_725c53,FARMER_2097,Land Expansion,456068,11.54,18,Approved,Fully Paid,False,Bank
LOAN_bcd350,FARMER_2098,Irrigation,156358,11.77,18,Rejected,,False,Bank
LOAN_48fc18,FARMER_2099,Equipment,329554,17.58,18,Rejected,,True,Microfinance
LOAN_534b7a,FARMER_2100,Equipment,105101,23.91,18,Rejected,,True,Microfinance
LOAN_e21e89,FARMER_2101,Fertilizer,333167,12.89,24,Approved,Partially Paid,False,Government
LOAN_6a339a,FARMER_2102,Fertilizer,426577,14.87,18,Rejected,,False,Microfinance
LOAN_a45a6d,FARMER_2103,Land Expansion,149407,18.97,12,Rejected,,False,Microfinance
LOAN_7d8d5b,FARMER_2104,Equipment,265675,11.85,18,Rejected,,False,NGO
LOAN_182049,FARMER_2105,Equipment,186016,22.38,12,Approved,Fully Paid,False,Government
LOAN_442ff1,FARMER_2106,Land Expansion,188036,21.92,24,Approved,Defaulted,False,Bank
LOAN_f497d8,FARMER_2107,Labor,58587,18.49,6,Approved,Partially Paid,False,Government
LOAN_d28b1d,FARMER_2108,Equipment,488660,15.74,6,Rejected,,True,Microfinance
LOAN_3b9aba,FARMER_2109,Land Expansion,258131,24.67,18,Approved,Defaulted,False,Bank
LOAN_ff2e19,FARMER_2110,Land Expansion,473223,19.05,6,Approved,Fully Paid,True,NGO
LOAN_c44a5e,FARMER_2111,Labor,106655,17.86,12,Approved,Fully Paid,False,Government
LOAN_1812a2,FARMER_2112,Fertilizer,270369,22.54,18,Rejected,,False,NGO
LOAN_8346bb,FARMER_2113,Land Expansion,485710,16.1,18,Approved,Partially Paid,False,Bank
LOAN_7c0cf4,FARMER_2114,Equipment,222076,9.86,12,Rejected,,False,Microfinance
LOAN_9cc045,FARMER_2115,Fertilizer,101131,7.76,12,Approved,Fully Paid,False,NGO
LOAN_9ed0c1,FARMER_2116,Fertilizer,163043,14.42,24,Rejected,,True,Microfinance
LOAN_72aae4,FARMER_2117,Fertilizer,343172,15.31,12,Rejected,,False,Government
LOAN_25cab5,FARMER_2118,Land Expansion,412312,21.55,24,Rejected,,True,Bank
LOAN_62c8b9,FARMER_2119,Equipment,436831,7.79,18,Approved,Partially Paid,False,Microfinance
LOAN_24a2c3,FARMER_2120,Labor,453682,18.62,6,Approved,Fully Paid,True,Bank
LOAN_fce376,FARMER_2121,Irrigation,201900,11.08,6,Approved,Fully Paid,False,Government
